phenotypes,gene,chromosome,start,end,minP,T2D:pValue,T2D:zStat,T2D:nParam,T2D:subjects,chiSquared
["T2D"],"MAP2K5","15",67835041,68099455,2.809664399593611e-10,2.809664399593611e-10,6.2007540040604585,,1038787,2.8096643995936106e-10
["T2D"],"ZNF513","2",27600102,27603657,3.0779153400937914e-10,3.0779153400937914e-10,6.186388198812273,,684323,3.0779153400937966e-10
["T2D"],"ELF1","13",41506060,41635576,3.122055909942682e-10,3.122055909942682e-10,6.184142062712637,,959762,3.1220559099426784e-10
["T2D"],"KIAA1467","12",13197315,13295455,3.1372356130844025e-10,3.1372356130844025e-10,6.183376782935196,,1036468,3.137235613084403e-10
["T2D"],"LAMA1","18",6941741,7117796,3.3085415689068507e-10,3.3085415689068507e-10,6.174982424236424,,1022445,3.308541568906853e-10
["T2D"],"DNAJC5G","2",27498301,27504367,3.6932765679222747e-10,3.6932765679222747e-10,6.157578717207118,,938825,3.69327656792228e-10
["T2D"],"TSPAN3","15",77333745,77376326,3.728272868116215e-10,3.728272868116215e-10,6.1560844824743075,,733832,3.7282728681162123e-10
["T2D"],"MYBL2","20",42295659,42345135,3.7780316041505823e-10,3.7780316041505823e-10,6.153983325684525,,995507,3.77803160415058e-10
["T2D"],"ADRA2A","10",112836787,112840665,3.8648163020015363e-10,3.8648163020015363e-10,6.150382456801146,,998919,3.864816302001537e-10
["T2D"],"SPG7","16",89557127,89624174,3.9994118892171485e-10,3.9994118892171485e-10,6.1449509320230025,,1081377,3.9994118892171526e-10
["T2D"],"MTIF3","13",28009780,28024728,4.1807996759723547e-10,4.1807996759723547e-10,6.137906605415232,,1057940,4.180799675972363e-10
["T2D"],"PRSS3","9",33750677,33799229,4.3960829257180423e-10,4.3960829257180423e-10,6.1299229203079655,,1057873,4.3960829257180454e-10
["T2D"],"GATAD2A","19",19496635,19619741,4.407325361976682e-10,4.407325361976682e-10,6.129516547814882,,827055,4.4073253619766856e-10
["T2D"],"CDKN2B","9",22002902,22009304,4.833780773343905e-10,4.833780773343905e-10,6.114804156083663,,940547,4.833780773343899e-10
["T2D"],"NFE4","7",102613930,102629303,5.13068740441222e-10,5.13068740441222e-10,6.105290691955754,,931693,5.130687404412227e-10
["T2D"],"GIN1","5",102421704,102455842,5.13856593722049e-10,5.13856593722049e-10,6.105045626923355,,1125029,5.138565937220489e-10
["T2D"],"CELF1","11",47487485,47587121,5.630109548283315e-10,5.630109548283315e-10,6.090437994063172,,816600,5.630109548283322e-10
["T2D"],"CPNE7","16",89642166,89663654,5.807270994869003e-10,5.807270994869003e-10,6.08547641759131,,888821,5.807270994869006e-10
["T2D"],"PLEKHH3","17",40819932,40829012,5.825105344141857e-10,5.825105344141857e-10,6.084985151605851,,695243,5.825105344141865e-10
["T2D"],"GARS","7",30620149,30673649,6.163097595612079e-10,6.163097595612079e-10,6.075942009586877,,886651,6.163097595612069e-10
["T2D"],"PTCH1","9",98205262,98279339,6.169179484158786e-10,6.169179484158786e-10,6.0757837537432104,,894815,6.169179484158789e-10
["T2D"],"GOLGA3","12",133345488,133405729,6.169459174443942e-10,6.169459174443942e-10,6.075776479625834,,986970,6.169459174443937e-10
["T2D"],"RILPL2","12",123899586,123921231,6.476270010179216e-10,6.476270010179216e-10,6.0679845027054435,,894809,6.476270010179224e-10
["T2D"],"EIF2S2","20",32676115,32700049,6.684362476619549e-10,6.684362476619549e-10,6.0629018561936805,,905698,6.684362476619539e-10
["T2D"],"EPC2","2",149402009,149545138,7.03941641188575e-10,7.03941641188575e-10,6.054575618384628,,922494,7.039416411885758e-10
["T2D"],"RBM6","3",49977440,50137478,7.177324809899059e-10,7.177324809899059e-10,6.051451508542724,,1006947,7.177324809899057e-10
["T2D"],"DCBLD1","6",117774980,117891021,7.191047655177004e-10,7.191047655177004e-10,6.051143845086476,,987516,7.191047655176999e-10
["T2D"],"SLC39A10","2",196440701,196602426,8.007692614338761e-10,8.007692614338761e-10,6.033794354994792,,1009387,8.007692614338773e-10
["T2D"],"HIVEP2","6",143072606,143277835,8.585115635553388e-10,8.585115635553388e-10,6.022538685013957,,1057189,8.585115635553402e-10
["T2D"],"HUWE1","X",53559057,53713697,9.296300918758651e-10,9.296300918758651e-10,6.009648477127159,,311024,9.29630091875865e-10
["T2D"],"PNPLA3","22",44319672,44360368,9.60069996966031e-10,9.60069996966031e-10,6.004422587063195,,1215465,9.600699969660324e-10
["T2D"],"BLOC1S2","10",102033037,102046437,9.91209018907902e-10,9.91209018907902e-10,5.9992411208020195,,863610,9.912090189079037e-10
["T2D"],"RELA","11",65421070,65430561,1.0457946403890137e-9,1.0457946403890137e-9,5.990529501649069,,910838,1.045794640389013e-9
["T2D"],"MPV17","2",27532360,27548547,1.0488969269150081e-9,1.0488969269150081e-9,5.990047789807517,,737504,1.0488969269150065e-9
["T2D"],"SGCB","4",52886872,52904465,1.1007402643356984e-9,1.1007402643356984e-9,5.982196799106076,,867909,1.1007402643356978e-9
["T2D"],"CCNE2","8",95891998,95908906,1.1241453590777045e-9,1.1241453590777045e-9,5.978769750229191,,873978,1.1241453590777045e-9
["T2D"],"LMTK2","7",97736174,97838950,1.1395433480920577e-9,1.1395433480920577e-9,5.976552828233206,,920352,1.1395433480920597e-9
["T2D"],"OR5B3","11",58169937,58174347,1.1667929524865653e-9,1.1667929524865653e-9,5.972700140355621,,1442342,1.166792952486566e-9
["T2D"],"COL4A3BP","5",74652170,74807963,1.2382355925083128e-9,1.2382355925083128e-9,5.96300085992028,,887159,1.2382355925083113e-9
["T2D"],"CARS","11",3022152,3078843,1.3064945721769084e-9,1.3064945721769084e-9,5.95423012680407,,1047081,1.3064945721769067e-9
["T2D"],"MUC22","6",30978251,31003179,1.319288575930882e-9,1.319288575930882e-9,5.9526359965954825,,1168466,1.3192885759308812e-9
["T2D"],"PBX2","6",32152510,32157979,1.41022790487377e-9,1.41022790487377e-9,5.941720756601771,,981680,1.4102279048737725e-9
["T2D"],"OPRL1","20",62711435,62731996,1.4168968696717094e-9,1.4168968696717094e-9,5.940947495040329,,792394,1.416896869671712e-9
["T2D"],"ZNF251","8",145946292,145981802,1.420329402371248e-9,1.420329402371248e-9,5.940550875859629,,772009,1.420329402371247e-9
["T2D"],"CASC5","15",40886218,40956540,1.5258710487466497e-9,1.5258710487466497e-9,5.928790462362167,,1078673,1.5258710487466499e-9
["T2D"],"SAG","2",234216462,234255701,1.5940662257794669e-9,1.5940662257794669e-9,5.921605721904167,,1044221,1.5940662257794669e-9
["T2D"],"MICA","6",31367561,31383092,1.5940799920939208e-9,1.5940799920939208e-9,5.921604301984523,,1081687,1.5940799920939222e-9
["T2D"],"CRIPAK","4",1385340,1389777,1.6885563526704104e-9,1.6885563526704104e-9,5.912130271666298,,694222,1.6885563526704081e-9
["T2D"],"GCDH","19",13001974,13025021,1.6932697895458185e-9,1.6932697895458185e-9,5.911671234915016,,960221,1.6932697895458176e-9
["T2D"],"FAM227B","15",49619159,49913126,1.7390891354149469e-9,1.7390891354149469e-9,5.907272657851927,,1088758,1.739089135414948e-9
["T2D"],"AGBL2","11",47681143,47736941,1.7485500441383334e-9,1.7485500441383334e-9,5.906378493608951,,941433,1.7485500441383363e-9
["T2D"],"MRPS33","7",140702410,140715028,1.7684345212962114e-9,1.7684345212962114e-9,5.904514435018508,,1088869,1.7684345212962126e-9
["T2D"],"PDHB","3",58413357,58419584,1.8222872435529217e-9,1.8222872435529217e-9,5.899566686975708,,1233097,1.822287243552921e-9
["T2D"],"NUS1","6",117996632,118031890,1.897409332171632e-9,1.897409332171632e-9,5.892897478747563,,909733,1.897409332171629e-9
["T2D"],"PMPCB","7",102937854,102972265,1.979210750476714e-9,1.979210750476714e-9,5.885921510911208,,848993,1.9792107504767113e-9
["T2D"],"HLA-DOB","6",32780540,32788243,1.999692236073719e-9,1.999692236073719e-9,5.884218810669408,,1261075,1.999692236073723e-9
["T2D"],"OR10Q1","11",57995354,57996390,2.006371390539068e-9,2.006371390539068e-9,5.883667217012409,,1283054,2.0063713905390705e-9
["T2D"],"POC5","5",74969949,75013273,2.0953371918995297e-9,2.0953371918995297e-9,5.876485759607815,,1037868,2.0953371918995264e-9
["T2D"],"LTA","6",31539831,31542101,2.101283668762065e-9,2.101283668762065e-9,5.8760163902810865,,1074841,2.1012836687620626e-9
["T2D"],"CALR","19",13049392,13055303,2.1183778475774796e-9,2.1183778475774796e-9,5.874674271500838,,989738,2.118377847577481e-9
["T2D"],"ABCB10","1",229652329,229694454,2.135584762669951e-9,2.135584762669951e-9,5.873333904384175,,921411,2.135584762669949e-9
["T2D"],"TCEA2","20",62681189,62703700,2.1363902520406914e-9,2.1363902520406914e-9,5.873271416994605,,873316,2.1363902520406934e-9
["T2D"],"RRAGB","X",55744182,55785207,2.1884843358502774e-9,2.1884843358502774e-9,5.869278047599139,,352565,2.188484335850281e-9
["T2D"],"BUB1B","15",40453224,40513324,2.2502477590684334e-9,2.2502477590684334e-9,5.8646616167781636,,948283,2.2502477590684305e-9
["T2D"],"KPNA2","17",66031752,66043480,2.300893526667071e-9,2.300893526667071e-9,5.8609672618536734,,964432,2.3008935266670744e-9
["T2D"],"CHD1L","1",146714304,146767446,2.3187019228245064e-9,2.3187019228245064e-9,5.859687009094137,,1135431,2.3187019228245055e-9
["T2D"],"MON1A","3",49944593,49967606,2.354531416265532e-9,2.354531416265532e-9,5.857139950166795,,1040352,2.354531416265531e-9
["T2D"],"AIF1","6",31582994,31584798,2.4304151746778e-9,2.4304151746778e-9,5.85186776695594,,1268282,2.4304151746778017e-9
["T2D"],"HEYL","1",40089107,40105315,2.450503222315736e-9,2.450503222315736e-9,5.850498920536135,,1100004,2.450503222315737e-9
["T2D"],"UBE2R2","9",33817158,33920397,2.5503365957840087e-9,2.5503365957840087e-9,5.843854014915416,,1052891,2.5503365957840133e-9
["T2D"],"MYPOP","19",46393281,46405871,2.6087413787973834e-9,2.6087413787973834e-9,5.840082982463303,,1118957,2.6087413787973883e-9
["T2D"],"ABCC9","12",21950323,22095477,2.7119571948745504e-9,2.7119571948745504e-9,5.833615152368798,,1015655,2.7119571948745537e-9
["T2D"],"CNTNAP1","17",40834549,40852011,2.7274047530520386e-9,2.7274047530520386e-9,5.8326678223792845,,945907,2.7274047530520353e-9
["T2D"],"PITPNM2","12",123468027,123635637,2.7356578681660767e-9,2.7356578681660767e-9,5.832163832827384,,742632,2.7356578681660784e-9
["T2D"],"SLC12A8","3",124801480,124931708,2.9616521884264953e-9,2.9616521884264953e-9,5.8189087894344125,,1063689,2.9616521884265e-9
["T2D"],"CWH43","4",48988292,49064098,3.0995510925435545e-9,3.0995510925435545e-9,5.8112960553215585,,953777,3.099551092543551e-9
["T2D"],"HTRA1","10",124218067,124274423,3.1682917141454706e-9,3.1682917141454706e-9,5.807623433259916,,1108341,3.1682917141454727e-9
["T2D"],"TSSK6","19",19623227,19626357,3.207550588444663e-9,3.207550588444663e-9,5.805560560161859,,905523,3.2075505884446586e-9
["T2D"],"ATF6B","6",32083041,32096030,3.2089243073320626e-9,3.2089243073320626e-9,5.805488823063889,,781904,3.208924307332064e-9
["T2D"],"FGFBP3","10",93666341,93669243,3.247570009309868e-9,3.247570009309868e-9,5.803482847144623,,974404,3.2475700093098646e-9
["T2D"],"HORMAD2","22",30476453,30573064,3.2544584673356417e-9,3.2544584673356417e-9,5.8031277287651335,,1022931,3.2544584673356462e-9
["T2D"],"USP3","15",63796710,63886839,3.255217832159761e-9,3.255217832159761e-9,5.803088626230857,,958005,3.2552178321597615e-9
["T2D"],"NRXN3","14",78636716,80334634,3.340974528506386e-9,3.340974528506386e-9,5.798728801036399,,987498,3.3409745285063873e-9
["T2D"],"TUBG1","17",40761659,40767256,3.421483609011841e-9,3.421483609011841e-9,5.79473370505507,,816815,3.421483609011842e-9
["T2D"],"ZNF7","8",146052903,146072894,3.5243706738718507e-9,3.5243706738718507e-9,5.78975917710917,,927405,3.5243706738718494e-9
["T2D"],"VWA7","6",31733367,31745105,3.610817642868779e-9,3.610817642868779e-9,5.785687511510169,,786364,3.6108176428687786e-9
["T2D"],"ACTR10","14",58666798,58702354,3.8647840939544595e-9,3.8647840939544595e-9,5.774252000826849,,1012791,3.864784093954459e-9
["T2D"],"FOCAD","9",20658308,20995954,3.883019446559201e-9,3.883019446559201e-9,5.773459262082007,,1064859,3.883019446559196e-9
["T2D"],"DMXL2","15",51739908,51915030,3.930082117201097e-9,3.930082117201097e-9,5.771429932272569,,1061518,3.930082117201094e-9
["T2D"],"NCR3","6",31556672,31560783,4.0283846086185775e-9,4.0283846086185775e-9,5.767266301009946,,853140,4.028384608618585e-9
["T2D"],"C9orf3","9",97488981,97849441,4.095325368696444e-9,4.095325368696444e-9,5.764487171815188,,887354,4.095325368696448e-9
["T2D"],"SLC22A18","11",2920951,2946476,4.266041210876772e-9,4.266041210876772e-9,5.757594862373419,,935250,4.266041210876771e-9
["T2D"],"BAK1","6",33540324,33548070,4.3745445010725404e-9,4.3745445010725404e-9,5.753352301039868,,1000048,4.3745445010725446e-9
["T2D"],"SYMPK","19",46318668,46366452,4.37703604076202e-9,4.37703604076202e-9,5.753256086219504,,1237054,4.377036040762019e-9
["T2D"],"CHST4","16",71559136,71572651,4.5974643909492814e-9,4.5974643909492814e-9,5.744947910087778,,851976,4.597464390949287e-9
["T2D"],"FGFRL1","4",1003724,1020686,4.793326795390276e-9,4.793326795390276e-9,5.737884356611864,,851773,4.793326795390271e-9
["T2D"],"DOCK11","X",117629778,117820126,4.826840457434429e-9,4.826840457434429e-9,5.736703906287555,,412062,4.826840457434432e-9
["T2D"],"NDUFAF6","8",95907761,96128683,4.960311510796203e-9,4.960311510796203e-9,5.73208038972158,,1027567,4.960311510796199e-9
["T2D"],"ABL2","1",179068465,179198819,4.9812555158723804e-9,4.9812555158723804e-9,5.731365874157858,,985406,4.981255515872387e-9
["T2D"],"DPCR1","6",30902300,30921998,5.004873108466489e-9,5.004873108466489e-9,5.730563642404914,,1007971,5.004873108466482e-9
["T2D"],"ZSWIM8","10",75545364,75561555,5.078273367465893e-9,5.078273367465893e-9,5.72809369816162,,664288,5.0782733674659024e-9
["T2D"],"ALKBH4","7",102096685,102105310,5.171824535978023e-9,5.171824535978023e-9,5.724995486665454,,1064837,5.171824535978021e-9
["T2D"],"CDK12","17",37617739,37721160,5.340196368621106e-9,5.340196368621106e-9,5.719554159832994,,961099,5.340196368621109e-9
["T2D"],"WBP1L","10",104503705,104594273,6.251878806535397e-9,6.251878806535397e-9,5.692711483275445,,1135532,6.251878806535397e-9
["T2D"],"NYNRIN","14",24868209,24888489,6.859863690560982e-9,6.859863690560982e-9,5.676850504153263,,1152571,6.8598636905609794e-9
["T2D"],"CRY2","11",45868669,45904799,6.909870633951652e-9,6.909870633951652e-9,5.67560738946205,,970108,6.90987063395166e-9
["T2D"],"OGFOD2","12",123459127,123464590,6.9494102940045254e-9,6.9494102940045254e-9,5.674630651018977,,797058,6.949410294004534e-9
["T2D"],"LRRC74A","14",77292715,77336647,6.985299147625178e-9,6.985299147625178e-9,5.673748760310162,,1051981,6.9852991476251715e-9
["T2D"],"CDK8","13",26828241,26995119,7.045503840192465e-9,7.045503840192465e-9,5.672279198900371,,817987,7.0455038401924716e-9
["T2D"],"CSTA","3",122044095,122060816,7.51960315926691e-9,7.51960315926691e-9,5.661115607533671,,1045307,7.519603159266923e-9
["T2D"],"GINS2","16",85709804,85723679,7.78381921560346e-9,7.78381921560346e-9,5.655187331391002,,955336,7.783819215603473e-9
["T2D"],"DNAJC2","7",102952736,102985277,7.820793789032439e-9,7.820793789032439e-9,5.654373357765323,,910686,7.820793789032445e-9
["T2D"],"SOGA3","6",127793951,127840480,7.8969761830193e-9,7.8969761830193e-9,5.652707965798424,,1109422,7.896976183019309e-9
["T2D"],"RECQL4","8",145736671,145743229,8.438797132823144e-9,8.438797132823144e-9,5.641294961641032,,806601,8.43879713282316e-9
["T2D"],"TRIM63","1",26377792,26394927,8.803160281351136e-9,8.803160281351136e-9,5.634013523399764,,984745,8.803160281351153e-9
["T2D"],"GOLGA7","8",41345719,41368614,8.828981472381602e-9,8.828981472381602e-9,5.633508676493699,,933388,8.828981472381594e-9
["T2D"],"PRICKLE2","3",64077912,64431152,8.866972059735503e-9,8.866972059735503e-9,5.632768498363206,,1087496,8.866972059735495e-9
["T2D"],"STRBP","9",125871779,126030865,9.060376862903333e-9,9.060376862903333e-9,5.62904746009348,,813057,9.060376862903331e-9
["T2D"],"TOMM40","19",45393826,45406946,9.186737593829799e-9,9.186737593829799e-9,5.626657758138315,,946127,9.1867375938298e-9
["T2D"],"SIDT1","3",113251402,113348422,9.244951847845183e-9,9.244951847845183e-9,5.625567545016824,,1040765,9.244951847845171e-9
["T2D"],"SCAPER","15",76640245,77197785,9.255964360520741e-9,9.255964360520741e-9,5.6253620571114435,,1036982,9.255964360520753e-9
["T2D"],"DGKD","2",234263140,234380750,9.894763942414235e-9,9.894763942414235e-9,5.613831194233434,,938732,9.894763942414231e-9
["T2D"],"COMMD5","8",146066427,146079121,9.977431469582381e-9,9.977431469582381e-9,5.612392108311842,,1040017,9.977431469582383e-9
["T2D"],"ARL13B","3",93698983,93774522,1.014708502375067e-8,1.014708502375067e-8,5.609474666716081,,760555,1.0147085023750677e-8
["T2D"],"GPANK1","6",31629005,31634060,1.0336085491816459e-8,1.0336085491816459e-8,5.6062797765686465,,902211,1.0336085491816457e-8
["T2D"],"TRIM31","6",30070674,30080867,1.0344590812019008e-8,1.0344590812019008e-8,5.606137338539948,,1091966,1.0344590812019002e-8
["T2D"],"AKR1A1","1",46016215,46035721,1.055252645957454e-8,1.055252645957454e-8,5.602689965597888,,921805,1.0552526459574525e-8
["T2D"],"CCT6A","7",56119378,56131682,1.0592349757654565e-8,1.0592349757654565e-8,5.602037264952358,,895957,1.0592349757654564e-8
["T2D"],"TTC39A","1",51752930,51810788,1.0898975186430134e-8,1.0898975186430134e-8,5.597090047870969,,801939,1.0898975186430154e-8
["T2D"],"DPEP1","16",89679716,89704864,1.1082847128485215e-8,1.1082847128485215e-8,5.59418778985112,,930594,1.1082847128485227e-8
["T2D"],"SOX12","20",306196,310868,1.2084702840832518e-8,1.2084702840832518e-8,5.579151937763913,,815763,1.20847028408325e-8
["T2D"],"RPP14","3",58291972,58310422,1.2170036185174421e-8,1.2170036185174421e-8,5.57792773545614,,1169893,1.217003618517441e-8
["T2D"],"BRD3","9",136895427,136933657,1.2436282671190363e-8,1.2436282671190363e-8,5.574160984638553,,947758,1.2436282671190362e-8
["T2D"],"RNASEK","17",6915736,6917851,1.2913489011594511e-8,1.2913489011594511e-8,5.567601405332332,,1069497,1.29134890115945e-8
["T2D"],"BAZ2A","12",56989380,57030600,1.3119335647993043e-8,1.3119335647993043e-8,5.564844213282702,,694372,1.3119335647993065e-8
["T2D"],"HSPA1A","6",31783320,31785723,1.3717996485389502e-8,1.3717996485389502e-8,5.5570577996337205,,812799,1.37179964853895e-8
["T2D"],"SLC30A3","2",27476552,27498685,1.3773568720852103e-8,1.3773568720852103e-8,5.5563518137634444,,820950,1.3773568720852116e-8
["T2D"],"TNKS2","10",93558183,93625232,1.3961799942183475e-8,1.3961799942183475e-8,5.553980904706849,,1171794,1.3961799942183475e-8
["T2D"],"CABP1","12",121078429,121105127,1.3994751021085726e-8,1.3994751021085726e-8,5.553569054367228,,1054790,1.3994751021085736e-8
["T2D"],"CD101","1",117544372,117579174,1.4309777641203348e-8,1.4309777641203348e-8,5.5496784127998255,,1032349,1.4309777641203331e-8
["T2D"],"LY6G6F","6",31674643,31678456,1.4622305585924271e-8,1.4622305585924271e-8,5.545899897610003,,843780,1.4622305585924291e-8
["T2D"],"SIRPA","20",1874813,1921238,1.4865001665870867e-8,1.4865001665870867e-8,5.54301932652074,,1051687,1.4865001665870864e-8
["T2D"],"MRPS30","5",44809049,44820530,1.5213210878230547e-8,1.5213210878230547e-8,5.5389651269824975,,895584,1.5213210878230556e-8
["T2D"],"WT1","11",32409321,32457110,1.5562984177179086e-8,1.5562984177179086e-8,5.5349823574780865,,1128167,1.5562984177179103e-8
["T2D"],"PDIK1L","1",26437656,26452046,1.5727613387529573e-8,1.5727613387529573e-8,5.533137735199641,,891893,1.572761338752955e-8
["T2D"],"NUP160","11",47799639,47870107,1.6201650354781725e-8,1.6201650354781725e-8,5.5279290659187055,,948254,1.6201650354781735e-8
["T2D"],"SNAPC2","19",7985223,7988135,1.683785730719392e-8,1.683785730719392e-8,5.521166154401782,,789359,1.6837857307193948e-8
["T2D"],"NDST2","10",75561669,75571556,1.7666611122791396e-8,1.7666611122791396e-8,5.512718947193843,,860810,1.7666611122791412e-8
["T2D"],"FBXL20","17",37408916,37558776,1.862207809847755e-8,1.862207809847755e-8,5.503444618611268,,974707,1.8622078098477534e-8
["T2D"],"PIK3C2B","1",204391756,204463933,1.8678547557186243e-8,1.8678547557186243e-8,5.502911037726808,,989221,1.867854755718624e-8
["T2D"],"BAIAP2","17",79008922,79091234,1.872030859282414e-8,1.872030859282414e-8,5.502517442305244,,931749,1.872030859282415e-8
["T2D"],"SEPT14","7",55861233,55930448,1.90542282682273e-8,1.90542282682273e-8,5.4994005505798915,,995431,1.9054228268227286e-8
["T2D"],"RRP12","10",99116115,99185833,1.971826390030283e-8,1.971826390030283e-8,5.493356630307005,,1131596,1.971826390030287e-8
["T2D"],"DNMT3A","2",25450724,25565459,1.9894414895692623e-8,1.9894414895692623e-8,5.491786462727355,,941416,1.9894414895692643e-8
["T2D"],"GOPC","6",117881432,117923705,1.9970330025934847e-8,1.9970330025934847e-8,5.491113926449658,,1069847,1.997033002593483e-8
["T2D"],"CAMKV","3",49895421,49907368,2.0016571513110357e-8,2.0016571513110357e-8,5.490705484476622,,1032333,2.0016571513110357e-8
["T2D"],"SKAP1","17",46210804,46507637,2.0020549676509766e-8,2.0020549676509766e-8,5.490670388895165,,1096644,2.002054967650977e-8
["T2D"],"NSUN3","3",93781824,93850676,2.009944695079878e-8,2.009944695079878e-8,5.4899757460908125,,695357,2.0099446950798748e-8
["T2D"],"MSRA","8",9911802,10286401,2.0256472756521648e-8,2.0256472756521648e-8,5.48860106172514,,1030247,2.0256472756521668e-8
["T2D"],"LRWD1","7",102105403,102113615,2.0712482197346456e-8,2.0712482197346456e-8,5.484666721618103,,1107341,2.0712482197346433e-8
["T2D"],"ZNRF3","22",29279560,29453476,2.1815973709156646e-8,2.1815973709156646e-8,5.475483152944951,,924817,2.181597370915665e-8
["T2D"],"PPIP5K2","5",102455853,102548500,2.2259170330015205e-8,2.2259170330015205e-8,5.471920954195444,,855190,2.2259170330015205e-8
["T2D"],"HDDC3","15",91473198,91478426,2.2390889799910138e-8,2.2390889799910138e-8,5.470875506605624,,969749,2.239088979991018e-8
["T2D"],"HLA-C","6",31236526,31239907,2.3212579920165235e-8,2.3212579920165235e-8,5.464485395643423,,839122,2.321257992016525e-8
["T2D"],"TIMM17B","X",48750730,48755426,2.469051618495683e-8,2.469051618495683e-8,5.453524882816101,,350118,2.469051618495683e-8
["T2D"],"PRR30","2",27359716,27362278,2.5747029679789877e-8,2.5747029679789877e-8,5.446072828934877,,986415,2.574702967978985e-8
["T2D"],"MGAT1","5",180211780,180242652,2.574871240856913e-8,2.574871240856913e-8,5.446061198007752,,1179995,2.5748712408569147e-8
["T2D"],"IP6K1","3",49761727,49823975,2.6579465367762385e-8,2.6579465367762385e-8,5.440407181077969,,936671,2.657946536776237e-8
["T2D"],"C6orf15","6",31079000,31080352,2.727913467605564e-8,2.727913467605564e-8,5.435776625985756,,1319001,2.7279134676055627e-8
["T2D"],"FAM57B","16",30035748,30064299,2.732802185578731e-8,2.732802185578731e-8,5.4354573968335655,,943773,2.7328021855787342e-8
["T2D"],"ARF5","7",127228440,127231754,2.8429214212524925e-8,2.8429214212524925e-8,5.428409612197703,,1069946,2.842921421252494e-8
["T2D"],"RPTOR","17",78518619,78940171,2.8937138780123215e-8,2.8937138780123215e-8,5.425247538693366,,1074236,2.8937138780123172e-8
["T2D"],"ORAI2","7",102073553,102097272,2.9160791250840752e-8,2.9160791250840752e-8,5.423872215486458,,984787,2.9160791250840772e-8
["T2D"],"NOM1","7",156742406,156765870,3.256553325765795e-8,3.256553325765795e-8,5.404109727400344,,1223508,3.2565533257657955e-8
["T2D"],"TCF12","15",57210821,57591479,3.3925692855072445e-8,3.3925692855072445e-8,5.396769708851927,,946497,3.392569285507251e-8
["T2D"],"TTLL8","22",50457004,50496727,3.395793775466562e-8,3.395793775466562e-8,5.396599182588409,,902231,3.395793775466567e-8
["T2D"],"NUP133","1",229576006,229644088,3.5700295660809267e-8,3.5700295660809267e-8,5.387610466732827,,968851,3.5700295660809233e-8
["T2D"],"OR5B17","11",58125597,58126542,3.607547499966616e-8,3.607547499966616e-8,5.385730634509008,,1205068,3.6075474999666176e-8
["T2D"],"KPNA4","3",160212795,160283359,3.7595679003890225e-8,3.7595679003890225e-8,5.378302611893601,,864658,3.75956790038902e-8
["T2D"],"LRRC66","4",52859818,52886529,3.8088207929653686e-8,3.8088207929653686e-8,5.375958315043179,,762052,3.8088207929653725e-8
["T2D"],"SMC1A","X",53401070,53449677,3.910510268921815e-8,3.910510268921815e-8,5.371209676779282,,300058,3.9105102689218213e-8
["T2D"],"MYO5C","15",52484519,52588001,3.93108549287964e-8,3.93108549287964e-8,5.3702634282796105,,900254,3.9310854928796416e-8
["T2D"],"DNAH7","2",196602427,196933561,3.999652373274149e-8,3.999652373274149e-8,5.367144321154523,,931841,3.999652373274149e-8
["T2D"],"ZNF148","3",124944513,125094169,4.1210199686048046e-8,4.1210199686048046e-8,5.361748149698112,,1054623,4.121019968604803e-8
["T2D"],"MAST1","19",12944765,12985766,4.1802605939042745e-8,4.1802605939042745e-8,5.3591698811195725,,968530,4.180260593904269e-8
["T2D"],"CFAP44","3",113005777,113160457,4.5177081832629824e-8,4.5177081832629824e-8,5.345126029551661,,1107378,4.51770818326299e-8
["T2D"],"CPN1","10",101801950,101841626,4.542471764896382e-8,4.542471764896382e-8,5.344135810810001,,915972,4.5424717648963845e-8
["T2D"],"NSD1","5",176558831,176727214,4.685253756574661e-8,4.685253756574661e-8,5.338526378286053,,819749,4.6852537565746584e-8
["T2D"],"NCOA6","20",33276901,33413454,4.737259649923466e-8,4.737259649923466e-8,5.336524274444073,,1064276,4.7372596499234595e-8
["T2D"],"FNBP4","11",47738046,47788995,4.853225536946142e-8,4.853225536946142e-8,5.332135415497576,,913956,4.853225536946136e-8
["T2D"],"TMBIM1","2",219138920,219157309,4.865375418399235e-8,4.865375418399235e-8,5.3316814795552325,,1054878,4.865375418399234e-8
["T2D"],"CAMK2G","10",75572259,75634349,4.886224386256524e-8,4.886224386256524e-8,5.330905084987874,,956751,4.88622438625652e-8
["T2D"],"RNF123","3",49726971,49758962,5.078910262016317e-8,5.078910262016317e-8,5.323877716611511,,947513,5.078910262016316e-8
["T2D"],"IMP3","15",75931426,75941047,5.351075057937296e-8,5.351075057937296e-8,5.314379282638421,,789853,5.3510750579373026e-8
["T2D"],"STK17B","2",196998307,197041227,5.3909831921793624e-8,5.3909831921793624e-8,5.313025972309653,,1088721,5.390983192179359e-8
["T2D"],"MAPK8IP1","11",45907202,45928016,5.4458365689810335e-8,5.4458365689810335e-8,5.311181596347805,,772022,5.445836568981033e-8
["T2D"],"FGF7","15",49715434,49780972,5.524501989704327e-8,5.524501989704327e-8,5.3085677099855735,,1068526,5.5245019897043273e-8
["T2D"],"ITPR3","6",33588142,33664351,5.524956310734353e-8,5.524956310734353e-8,5.308552718721648,,1008090,5.5249563107343564e-8
["T2D"],"COPZ2","17",46103533,46115392,5.528197036380337e-8,5.528197036380337e-8,5.3084458188552555,,922120,5.528197036380334e-8
